,Year,Month,DayofMonth,DayOfWeek,Actual_Shipment_Time,Planned_Shipment_Time,Planned_Delivery_Time,Carrier_Name,Carrier_Num,Planned_TimeofTravel,Shipment_Delay,Source,Destination,Distance,Delivery_Status
197,2020,1,3,4,655.0,655,750,WN,731,55,0.0,LAS,ONT,197,0.0
198,2020,1,3,4,1438.0,1435,1530,WN,872,55,3.0,LAS,ONT,197,0.0
199,2020,1,3,4,1102.0,1030,1125,WN,906,55,32.0,LAS,ONT,197,1.0
200,2020,1,3,4,2218.0,2120,2210,WN,1493,50,58.0,LAS,ONT,197,1.0
201,2020,1,3,4,851.0,835,930,WN,1670,55,16.0,LAS,ONT,197,1.0
202,2020,1,3,4,1230.0,1215,1310,WN,2018,55,15.0,LAS,ONT,197,0.0
203,2020,1,3,4,1838.0,1800,1855,WN,2730,55,38.0,LAS,ONT,197,1.0
204,2020,1,3,4,1358.0,1330,1425,WN,3070,55,28.0,LAS,ONT,197,1.0
205,2020,1,3,4,1757.0,1655,25,WN,156,270,62.0,LAS,ORF,2155,1.0
206,2020,1,3,4,1816.0,1755,2015,WN,700,140,21.0,LAS,PDX,762,1.0
207,2020,1,3,4,755.0,755,1020,WN,1669,145,0.0,LAS,PDX,762,0.0
208,2020,1,3,4,1328.0,1255,1520,WN,2354,145,33.0,LAS,PDX,762,1.0
209,2020,1,3,4,2134.0,2040,2300,WN,2550,140,54.0,LAS,PDX,762,1.0
210,2020,1,3,4,1127.0,1045,1835,WN,1285,290,42.0,LAS,PHL,2176,1.0
211,2020,1,3,4,1720.0,1700,45,WN,1843,285,20.0,LAS,PHL,2176,1.0
212,2020,1,3,4,559.0,600,805,WN,102,65,-1.0,LAS,PHX,256,0.0
213,2020,1,3,4,712.0,705,915,WN,243,70,7.0,LAS,PHX,256,0.0
214,2020,1,3,4,1327.0,1320,1530,WN,287,70,7.0,LAS,PHX,256,0.0
215,2020,1,3,4,1817.0,1810,2015,WN,504,65,7.0,LAS,PHX,256,0.0
216,2020,1,3,4,1807.0,1740,1950,WN,559,70,27.0,LAS,PHX,256,1.0
217,2020,1,3,4,1712.0,1545,1750,WN,668,65,87.0,LAS,PHX,256,1.0
218,2020,1,3,4,1206.0,1205,1415,WN,752,70,1.0,LAS,PHX,256,0.0
219,2020,1,3,4,1134.0,1110,1315,WN,781,65,24.0,LAS,PHX,256,1.0
220,2020,1,3,4,1003.0,1005,1215,WN,871,70,-2.0,LAS,PHX,256,0.0
221,2020,1,3,4,815.0,820,1025,WN,1034,65,-5.0,LAS,PHX,256,0.0
222,2020,1,3,4,2156.0,2110,2310,WN,1403,60,46.0,LAS,PHX,256,1.0
223,2020,1,3,4,2140.0,2040,2240,WN,1682,60,60.0,LAS,PHX,256,1.0
224,2020,1,3,4,631.0,635,840,WN,2103,65,-4.0,LAS,PHX,256,0.0
225,2020,1,3,4,1521.0,1450,1655,WN,2726,65,31.0,LAS,PHX,256,1.0
226,2020,1,3,4,2100.0,1945,2150,WN,2991,65,75.0,LAS,PHX,256,1.0
227,2020,1,3,4,1657.0,1630,1845,WN,3517,75,27.0,LAS,PHX,256,1.0
228,2020,1,3,4,926.0,915,1120,WN,3598,65,11.0,LAS,PHX,256,0.0
229,2020,1,3,4,1413.0,1415,1620,WN,3849,65,-2.0,LAS,PHX,256,0.0
230,2020,1,3,4,1825.0,1745,50,WN,512,245,40.0,LAS,PIT,1910,1.0
231,2020,1,3,4,927.0,915,1620,WN,594,245,12.0,LAS,PIT,1910,0.0
232,2020,1,3,4,1630.0,1600,2350,WN,416,290,30.0,LAS,PVD,2363,1.0
233,2020,1,3,4,1136.0,1120,1840,WN,170,260,16.0,LAS,RDU,2027,1.0
234,2020,1,3,4,1824.0,1725,45,WN,1509,260,59.0,LAS,RDU,2027,1.0
235,2020,1,3,4,1716.0,1630,1755,WN,239,85,46.0,LAS,RNO,345,1.0
236,2020,1,3,4,1928.0,1855,2015,WN,298,80,33.0,LAS,RNO,345,1.0
237,2020,1,3,4,709.0,710,830,WN,376,80,-1.0,LAS,RNO,345,0.0
238,2020,1,3,4,1741.0,1730,1850,WN,675,80,11.0,LAS,RNO,345,0.0
239,2020,1,3,4,1609.0,1540,1700,WN,709,80,29.0,LAS,RNO,345,1.0
240,2020,1,3,4,913.0,840,955,WN,891,75,33.0,LAS,RNO,345,1.0
241,2020,1,3,4,2215.0,2200,2315,WN,1341,75,15.0,LAS,RNO,345,0.0
242,2020,1,3,4,2137.0,2040,2155,WN,2273,75,57.0,LAS,RNO,345,1.0
243,2020,1,3,4,624.0,625,740,WN,2538,75,-1.0,LAS,RNO,345,0.0
244,2020,1,3,4,1100.0,1020,1145,WN,2719,85,40.0,LAS,RNO,345,1.0
245,2020,1,3,4,1313.0,1255,1415,WN,3430,80,18.0,LAS,RNO,345,1.0
246,2020,1,3,4,1415.0,1350,1510,WN,3835,80,25.0,LAS,RNO,345,1.0
247,2020,1,3,4,1108.0,1110,1230,WN,3947,80,-2.0,LAS,RNO,345,0.0
248,2020,1,3,4,1348.0,1330,1435,WN,341,65,18.0,LAS,SAN,258,1.0
249,2020,1,3,4,1221.0,1220,1325,WN,535,65,1.0,LAS,SAN,258,0.0
250,2020,1,3,4,2140.0,2050,2150,WN,708,60,50.0,LAS,SAN,258,1.0
251,2020,1,3,4,805.0,805,905,WN,711,60,0.0,LAS,SAN,258,0.0
252,2020,1,3,4,1643.0,1625,1735,WN,715,70,18.0,LAS,SAN,258,1.0
253,2020,1,3,4,946.0,940,1045,WN,1037,65,6.0,LAS,SAN,258,0.0
254,2020,1,3,4,1915.0,1905,2005,WN,1254,60,10.0,LAS,SAN,258,0.0
255,2020,1,3,4,1839.0,1740,1840,WN,2186,60,59.0,LAS,SAN,258,1.0
256,2020,1,3,4,2207.0,2125,2225,WN,2211,60,42.0,LAS,SAN,258,1.0
257,2020,1,3,4,1503.0,1425,1530,WN,2357,65,38.0,LAS,SAN,258,1.0
258,2020,1,3,4,1613.0,1515,1615,WN,2363,60,58.0,LAS,SAN,258,1.0
259,2020,1,3,4,2248.0,2155,2255,WN,2449,60,53.0,LAS,SAN,258,1.0
260,2020,1,3,4,612.0,615,715,WN,2712,60,-3.0,LAS,SAN,258,0.0
261,2020,1,3,4,1118.0,1110,1215,WN,3423,65,8.0,LAS,SAN,258,0.0
262,2020,1,3,4,1456.0,1445,1920,WN,120,155,11.0,LAS,SAT,1069,0.0
263,2020,1,3,4,2022.0,1935,5,WN,802,150,47.0,LAS,SAT,1069,1.0
264,2020,1,3,4,1049.0,1040,1510,WN,2113,150,9.0,LAS,SAT,1069,0.0
265,2020,1,3,4,753.0,750,1220,WN,2906,150,3.0,LAS,SAT,1069,0.0
266,2020,1,3,4,1831.0,1810,45,WN,495,215,21.0,LAS,SDF,1624,1.0
267,2020,1,3,4,1704.0,1645,1930,WN,340,165,19.0,LAS,SEA,866,1.0
268,2020,1,3,4,2017.0,2005,2245,WN,563,160,12.0,LAS,SEA,866,0.0
269,2020,1,3,4,639.0,640,925,WN,1769,165,-1.0,LAS,SEA,866,0.0
270,2020,1,3,4,1117.0,1050,1330,WN,2465,160,27.0,LAS,SEA,866,1.0
271,2020,1,3,4,1426.0,1355,1530,WN,488,95,31.0,LAS,SFO,414,1.0
272,2020,1,3,4,1009.0,910,1045,WN,619,95,59.0,LAS,SFO,414,1.0
273,2020,1,3,4,2021.0,1700,1835,WN,2005,95,201.0,LAS,SFO,414,1.0
274,2020,1,3,4,2025.0,1905,2040,WN,2788,95,80.0,LAS,SFO,414,1.0
275,2020,1,3,4,603.0,605,740,WN,2886,95,-2.0,LAS,SFO,414,0.0
276,2020,1,3,4,2301.0,2105,2240,WN,3061,95,116.0,LAS,SFO,414,1.0
277,2020,1,3,4,1518.0,1215,1350,WN,3575,95,183.0,LAS,SFO,414,1.0
278,2020,1,3,4,1307.0,1235,1400,WN,12,85,32.0,LAS,SJC,386,1.0
279,2020,1,3,4,615.0,610,730,WN,276,80,5.0,LAS,SJC,386,0.0
280,2020,1,3,4,2017.0,1945,2105,WN,400,80,32.0,LAS,SJC,386,1.0
281,2020,1,3,4,1855.0,1855,2020,WN,484,85,0.0,LAS,SJC,386,0.0
282,2020,1,3,4,2114.0,2040,2200,WN,774,80,34.0,LAS,SJC,386,1.0
283,2020,1,3,4,1605.0,1520,1645,WN,783,85,45.0,LAS,SJC,386,1.0
284,2020,1,3,4,956.0,1000,1125,WN,1945,85,-4.0,LAS,SJC,386,0.0
285,2020,1,3,4,731.0,730,855,WN,2387,85,1.0,LAS,SJC,386,0.0
286,2020,1,3,4,1734.0,1655,1820,WN,3844,85,39.0,LAS,SJC,386,1.0
287,2020,1,3,4,1139.0,1100,1320,WN,161,80,39.0,LAS,SLC,368,1.0
288,2020,1,3,4,2104.0,1905,2120,WN,415,75,119.0,LAS,SLC,368,1.0
289,2020,1,3,4,919.0,830,1050,WN,643,80,49.0,LAS,SLC,368,1.0
290,2020,1,3,4,2113.0,2050,2305,WN,1166,75,23.0,LAS,SLC,368,1.0
291,2020,1,3,4,1712.0,1555,1820,WN,1585,85,77.0,LAS,SLC,368,1.0
292,2020,1,3,4,1419.0,1355,1615,WN,1660,80,24.0,LAS,SLC,368,1.0
